review_month,issue_category,review_count,previous_month_count,growth_count,growth_rate_percent
2021-05,Scent or fragrance issue,24,28.0,-4.0,-14.285714285714285
2021-06,Scent or fragrance issue,21,24.0,-3.0,-12.5
2021-07,Scent or fragrance issue,19,21.0,-2.0,-9.523809523809524
2021-08,Scent or fragrance issue,22,19.0,3.0,15.789473684210526
2021-09,Scent or fragrance issue,14,22.0,-8.0,-36.36363636363637
2021-10,Scent or fragrance issue,14,14.0,0.0,0.0
2021-11,Scent or fragrance issue,17,14.0,3.0,21.428571428571427
2021-12,Scent or fragrance issue,18,17.0,1.0,5.88235294117647
2022-01,Scent or fragrance issue,14,18.0,-4.0,-22.22222222222222
2022-02,Scent or fragrance issue,17,14.0,3.0,21.428571428571427
2022-03,Scent or fragrance issue,13,17.0,-4.0,-23.52941176470588
2022-04,Scent or fragrance issue,10,13.0,-3.0,-23.076923076923077
2022-05,Scent or fragrance issue,12,10.0,2.0,20.0
2022-06,Scent or fragrance issue,15,12.0,3.0,25.0
2022-07,Scent or fragrance issue,13,15.0,-2.0,-13.333333333333334
2022-08,Scent or fragrance issue,17,13.0,4.0,30.76923076923077
2022-09,Scent or fragrance issue,17,17.0,0.0,0.0
2022-10,Scent or fragrance issue,10,17.0,-7.0,-41.17647058823529
2022-11,Scent or fragrance issue,10,10.0,0.0,0.0
2022-12,Scent or fragrance issue,7,10.0,-3.0,-30.0
2023-01,Scent or fragrance issue,10,7.0,3.0,42.857142857142854
2023-02,Scent or fragrance issue,7,10.0,-3.0,-30.0
2023-03,Scent or fragrance issue,4,7.0,-3.0,-42.857142857142854
2004-03,Size or quantity issue,1,,,
2005-12,Size or quantity issue,1,1.0,0.0,0.0
2006-04,Size or quantity issue,1,1.0,0.0,0.0
2006-11,Size or quantity issue,1,1.0,0.0,0.0
2008-03,Size or quantity issue,1,1.0,0.0,0.0
2008-07,Size or quantity issue,1,1.0,0.0,0.0
2010-09,Size or quantity issue,1,1.0,0.0,0.0
2010-10,Size or quantity issue,1,1.0,0.0,0.0
2011-02,Size or quantity issue,1,1.0,0.0,0.0
2011-03,Size or quantity issue,1,1.0,0.0,0.0
2012-01,Size or quantity issue,1,1.0,0.0,0.0
2012-07,Size or quantity issue,1,1.0,0.0,0.0
2012-12,Size or quantity issue,1,1.0,0.0,0.0
2013-02,Size or quantity issue,2,1.0,1.0,100.0
2013-07,Size or quantity issue,1,2.0,-1.0,-50.0
2013-09,Size or quantity issue,2,1.0,1.0,100.0
2013-10,Size or quantity issue,1,2.0,-1.0,-50.0
2013-11,Size or quantity issue,1,1.0,0.0,0.0
2013-12,Size or quantity issue,3,1.0,2.0,200.0
2014-02,Size or quantity issue,1,3.0,-2.0,-66.66666666666666
2014-04,Size or quantity issue,1,1.0,0.0,0.0
2014-05,Size or quantity issue,5,1.0,4.0,400.0
2014-07,Size or quantity issue,4,5.0,-1.0,-20.0
2014-08,Size or quantity issue,2,4.0,-2.0,-50.0
2014-09,Size or quantity issue,4,2.0,2.0,100.0
2014-10,Size or quantity issue,3,4.0,-1.0,-25.0
2014-12,Size or quantity issue,6,3.0,3.0,100.0
2015-01,Size or quantity issue,2,6.0,-4.0,-66.66666666666666
2015-02,Size or quantity issue,3,2.0,1.0,50.0
2015-03,Size or quantity issue,3,3.0,0.0,0.0
2015-04,Size or quantity issue,5,3.0,2.0,66.66666666666666
2015-05,Size or quantity issue,4,5.0,-1.0,-20.0
2015-06,Size or quantity issue,5,4.0,1.0,25.0
2015-07,Size or quantity issue,5,5.0,0.0,0.0
2015-08,Size or quantity issue,4,5.0,-1.0,-20.0
2015-09,Size or quantity issue,4,4.0,0.0,0.0
2015-10,Size or quantity issue,6,4.0,2.0,50.0
2015-11,Size or quantity issue,6,6.0,0.0,0.0
2015-12,Size or quantity issue,2,6.0,-4.0,-66.66666666666666
2016-01,Size or quantity issue,4,2.0,2.0,100.0
2016-02,Size or quantity issue,6,4.0,2.0,50.0
2016-03,Size or quantity issue,4,6.0,-2.0,-33.33333333333333
2016-04,Size or quantity issue,6,4.0,2.0,50.0
2016-05,Size or quantity issue,11,6.0,5.0,83.33333333333334
2016-06,Size or quantity issue,6,11.0,-5.0,-45.45454545454545
2016-07,Size or quantity issue,5,6.0,-1.0,-16.666666666666664
2016-08,Size or quantity issue,7,5.0,2.0,40.0
2016-09,Size or quantity issue,7,7.0,0.0,0.0
2016-10,Size or quantity issue,6,7.0,-1.0,-14.285714285714285
2016-11,Size or quantity issue,9,6.0,3.0,50.0
2016-12,Size or quantity issue,6,9.0,-3.0,-33.33333333333333
2017-01,Size or quantity issue,9,6.0,3.0,50.0
2017-02,Size or quantity issue,7,9.0,-2.0,-22.22222222222222
2017-03,Size or quantity issue,6,7.0,-1.0,-14.285714285714285
2017-04,Size or quantity issue,8,6.0,2.0,33.33333333333333
2017-05,Size or quantity issue,7,8.0,-1.0,-12.5
2017-06,Size or quantity issue,8,7.0,1.0,14.285714285714285
2017-07,Size or quantity issue,10,8.0,2.0,25.0
2017-08,Size or quantity issue,8,10.0,-2.0,-20.0
2017-09,Size or quantity issue,6,8.0,-2.0,-25.0
2017-10,Size or quantity issue,8,6.0,2.0,33.33333333333333
2017-11,Size or quantity issue,9,8.0,1.0,12.5
2017-12,Size or quantity issue,5,9.0,-4.0,-44.44444444444444
2018-01,Size or quantity issue,7,5.0,2.0,40.0
2018-02,Size or quantity issue,10,7.0,3.0,42.857142857142854
2018-03,Size or quantity issue,11,10.0,1.0,10.0
2018-04,Size or quantity issue,6,11.0,-5.0,-45.45454545454545
2018-05,Size or quantity issue,12,6.0,6.0,100.0
2018-06,Size or quantity issue,6,12.0,-6.0,-50.0
2018-07,Size or quantity issue,12,6.0,6.0,100.0
2018-08,Size or quantity issue,12,12.0,0.0,0.0
2018-09,Size or quantity issue,4,12.0,-8.0,-66.66666666666666
2018-10,Size or quantity issue,8,4.0,4.0,100.0
2018-11,Size or quantity issue,6,8.0,-2.0,-25.0
2018-12,Size or quantity issue,8,6.0,2.0,33.33333333333333
2019-01,Size or quantity issue,9,8.0,1.0,12.5
2019-02,Size or quantity issue,4,9.0,-5.0,-55.55555555555556
2019-03,Size or quantity issue,5,4.0,1.0,25.0
2019-04,Size or quantity issue,8,5.0,3.0,60.0
2019-05,Size or quantity issue,9,8.0,1.0,12.5
2019-06,Size or quantity issue,12,9.0,3.0,33.33333333333333
2019-07,Size or quantity issue,13,12.0,1.0,8.333333333333332
2019-08,Size or quantity issue,9,13.0,-4.0,-30.76923076923077
2019-09,Size or quantity issue,11,9.0,2.0,22.22222222222222
2019-10,Size or quantity issue,14,11.0,3.0,27.27272727272727
2019-11,Size or quantity issue,10,14.0,-4.0,-28.57142857142857
2019-12,Size or quantity issue,13,10.0,3.0,30.0
2020-01,Size or quantity issue,11,13.0,-2.0,-15.384615384615385
2020-02,Size or quantity issue,14,11.0,3.0,27.27272727272727
2020-03,Size or quantity issue,6,14.0,-8.0,-57.14285714285714
2020-04,Size or quantity issue,7,6.0,1.0,16.666666666666664
2020-05,Size or quantity issue,4,7.0,-3.0,-42.857142857142854
2020-06,Size or quantity issue,13,4.0,9.0,225.0
2020-07,Size or quantity issue,18,13.0,5.0,38.46153846153847
2020-08,Size or quantity issue,19,18.0,1.0,5.555555555555555
2020-09,Size or quantity issue,15,19.0,-4.0,-21.052631578947366
2020-10,Size or quantity issue,14,15.0,-1.0,-6.666666666666667
2020-11,Size or quantity issue,24,14.0,10.0,71.42857142857143
2020-12,Size or quantity issue,22,24.0,-2.0,-8.333333333333332
2021-01,Size or quantity issue,17,22.0,-5.0,-22.727272727272727
2021-02,Size or quantity issue,13,17.0,-4.0,-23.52941176470588
2021-03,Size or quantity issue,10,13.0,-3.0,-23.076923076923077
2021-04,Size or quantity issue,16,10.0,6.0,60.0
2021-05,Size or quantity issue,13,16.0,-3.0,-18.75
2021-06,Size or quantity issue,15,13.0,2.0,15.384615384615385
2021-07,Size or quantity issue,19,15.0,4.0,26.666666666666668
2021-08,Size or quantity issue,11,19.0,-8.0,-42.10526315789473
2021-09,Size or quantity issue,11,11.0,0.0,0.0
2021-10,Size or quantity issue,10,11.0,-1.0,-9.090909090909092
2021-11,Size or quantity issue,5,10.0,-5.0,-50.0
2021-12,Size or quantity issue,15,5.0,10.0,200.0
2022-01,Size or quantity issue,7,15.0,-8.0,-53.333333333333336
2022-02,Size or quantity issue,7,7.0,0.0,0.0
2022-03,Size or quantity issue,6,7.0,-1.0,-14.285714285714285
2022-04,Size or quantity issue,4,6.0,-2.0,-33.33333333333333
2022-05,Size or quantity issue,3,4.0,-1.0,-25.0
2022-06,Size or quantity issue,6,3.0,3.0,100.0
2022-07,Size or quantity issue,5,6.0,-1.0,-16.666666666666664
2022-08,Size or quantity issue,9,5.0,4.0,80.0
2022-09,Size or quantity issue,6,9.0,-3.0,-33.33333333333333
2022-10,Size or quantity issue,2,6.0,-4.0,-66.66666666666666
2022-11,Size or quantity issue,2,2.0,0.0,0.0
2022-12,Size or quantity issue,5,2.0,3.0,150.0
2023-01,Size or quantity issue,5,5.0,0.0,0.0
2023-02,Size or quantity issue,1,5.0,-4.0,-80.0
2023-03,Size or quantity issue,4,1.0,3.0,300.0
2005-08,Skin reaction or irritation,1,,,
2005-10,Skin reaction or irritation,1,1.0,0.0,0.0
2006-02,Skin reaction or irritation,1,1.0,0.0,0.0
2006-09,Skin reaction or irritation,1,1.0,0.0,0.0
2007-02,Skin reaction or irritation,1,1.0,0.0,0.0
2007-08,Skin reaction or irritation,1,1.0,0.0,0.0
2008-01,Skin reaction or irritation,1,1.0,0.0,0.0
2008-06,Skin reaction or irritation,1,1.0,0.0,0.0
2008-09,Skin reaction or irritation,1,1.0,0.0,0.0
2009-02,Skin reaction or irritation,1,1.0,0.0,0.0
2009-05,Skin reaction or irritation,1,1.0,0.0,0.0
2009-12,Skin reaction or irritation,1,1.0,0.0,0.0
2011-07,Skin reaction or irritation,2,1.0,1.0,100.0
2012-03,Skin reaction or irritation,1,2.0,-1.0,-50.0
2012-04,Skin reaction or irritation,1,1.0,0.0,0.0
2013-02,Skin reaction or irritation,2,1.0,1.0,100.0
2013-03,Skin reaction or irritation,1,2.0,-1.0,-50.0
2013-05,Skin reaction or irritation,1,1.0,0.0,0.0
2013-08,Skin reaction or irritation,1,1.0,0.0,0.0
2013-11,Skin reaction or irritation,1,1.0,0.0,0.0
2014-01,Skin reaction or irritation,2,1.0,1.0,100.0
2014-03,Skin reaction or irritation,1,2.0,-1.0,-50.0
2014-04,Skin reaction or irritation,1,1.0,0.0,0.0
2014-08,Skin reaction or irritation,2,1.0,1.0,100.0
2014-09,Skin reaction or irritation,2,2.0,0.0,0.0
2014-10,Skin reaction or irritation,2,2.0,0.0,0.0
2014-11,Skin reaction or irritation,2,2.0,0.0,0.0
2014-12,Skin reaction or irritation,3,2.0,1.0,50.0
2015-01,Skin reaction or irritation,3,3.0,0.0,0.0
2015-04,Skin reaction or irritation,5,3.0,2.0,66.66666666666666
2015-06,Skin reaction or irritation,2,5.0,-3.0,-60.0
2015-08,Skin reaction or irritation,1,2.0,-1.0,-50.0
2015-09,Skin reaction or irritation,3,1.0,2.0,200.0
2015-10,Skin reaction or irritation,3,3.0,0.0,0.0
2015-11,Skin reaction or irritation,4,3.0,1.0,33.33333333333333
2015-12,Skin reaction or irritation,2,4.0,-2.0,-50.0
2016-01,Skin reaction or irritation,2,2.0,0.0,0.0
2016-02,Skin reaction or irritation,7,2.0,5.0,250.0
2016-03,Skin reaction or irritation,9,7.0,2.0,28.57142857142857
2016-04,Skin reaction or irritation,1,9.0,-8.0,-88.88888888888889
2016-05,Skin reaction or irritation,4,1.0,3.0,300.0
2016-06,Skin reaction or irritation,5,4.0,1.0,25.0
2016-07,Skin reaction or irritation,5,5.0,0.0,0.0
2016-08,Skin reaction or irritation,2,5.0,-3.0,-60.0
2016-09,Skin reaction or irritation,4,2.0,2.0,100.0
2016-10,Skin reaction or irritation,4,4.0,0.0,0.0
2016-11,Skin reaction or irritation,2,4.0,-2.0,-50.0
2016-12,Skin reaction or irritation,7,2.0,5.0,250.0
2017-01,Skin reaction or irritation,4,7.0,-3.0,-42.857142857142854
2017-02,Skin reaction or irritation,3,4.0,-1.0,-25.0
2017-03,Skin reaction or irritation,4,3.0,1.0,33.33333333333333
2017-04,Skin reaction or irritation,3,4.0,-1.0,-25.0
2017-05,Skin reaction or irritation,2,3.0,-1.0,-33.33333333333333
2017-06,Skin reaction or irritation,4,2.0,2.0,100.0
2017-07,Skin reaction or irritation,5,4.0,1.0,25.0
2017-08,Skin reaction or irritation,2,5.0,-3.0,-60.0
2017-10,Skin reaction or irritation,5,2.0,3.0,150.0
2017-11,Skin reaction or irritation,5,5.0,0.0,0.0
2017-12,Skin reaction or irritation,3,5.0,-2.0,-40.0
2018-01,Skin reaction or irritation,2,3.0,-1.0,-33.33333333333333
2018-02,Skin reaction or irritation,4,2.0,2.0,100.0
2018-03,Skin reaction or irritation,3,4.0,-1.0,-25.0
2018-04,Skin reaction or irritation,6,3.0,3.0,100.0
2018-05,Skin reaction or irritation,6,6.0,0.0,0.0
2018-06,Skin reaction or irritation,5,6.0,-1.0,-16.666666666666664
2018-07,Skin reaction or irritation,4,5.0,-1.0,-20.0
2018-08,Skin reaction or irritation,2,4.0,-2.0,-50.0
2018-09,Skin reaction or irritation,4,2.0,2.0,100.0
2018-10,Skin reaction or irritation,5,4.0,1.0,25.0
2018-11,Skin reaction or irritation,10,5.0,5.0,100.0
2018-12,Skin reaction or irritation,2,10.0,-8.0,-80.0
2019-01,Skin reaction or irritation,7,2.0,5.0,250.0
2019-02,Skin reaction or irritation,3,7.0,-4.0,-57.14285714285714
2019-03,Skin reaction or irritation,5,3.0,2.0,66.66666666666666
2019-04,Skin reaction or irritation,3,5.0,-2.0,-40.0
2019-05,Skin reaction or irritation,3,3.0,0.0,0.0
2019-06,Skin reaction or irritation,4,3.0,1.0,33.33333333333333
2019-07,Skin reaction or irritation,6,4.0,2.0,50.0
2019-08,Skin reaction or irritation,5,6.0,-1.0,-16.666666666666664
2019-09,Skin reaction or irritation,13,5.0,8.0,160.0
2019-10,Skin reaction or irritation,3,13.0,-10.0,-76.92307692307693
2019-11,Skin reaction or irritation,2,3.0,-1.0,-33.33333333333333
2019-12,Skin reaction or irritation,3,2.0,1.0,50.0
2020-01,Skin reaction or irritation,5,3.0,2.0,66.66666666666666
2020-02,Skin reaction or irritation,8,5.0,3.0,60.0
2020-03,Skin reaction or irritation,3,8.0,-5.0,-62.5
2020-04,Skin reaction or irritation,5,3.0,2.0,66.66666666666666
2020-05,Skin reaction or irritation,5,5.0,0.0,0.0
2020-06,Skin reaction or irritation,12,5.0,7.0,140.0
2020-07,Skin reaction or irritation,13,12.0,1.0,8.333333333333332
2020-08,Skin reaction or irritation,3,13.0,-10.0,-76.92307692307693
2020-09,Skin reaction or irritation,6,3.0,3.0,100.0
2020-10,Skin reaction or irritation,13,6.0,7.0,116.66666666666667
2020-11,Skin reaction or irritation,8,13.0,-5.0,-38.46153846153847
2020-12,Skin reaction or irritation,5,8.0,-3.0,-37.5
2021-01,Skin reaction or irritation,16,5.0,11.0,220.00000000000003
2021-02,Skin reaction or irritation,10,16.0,-6.0,-37.5
2021-03,Skin reaction or irritation,8,10.0,-2.0,-20.0
2021-04,Skin reaction or irritation,10,8.0,2.0,25.0
2021-05,Skin reaction or irritation,7,10.0,-3.0,-30.0
2021-06,Skin reaction or irritation,9,7.0,2.0,28.57142857142857
2021-07,Skin reaction or irritation,4,9.0,-5.0,-55.55555555555556
2021-08,Skin reaction or irritation,6,4.0,2.0,50.0
2021-09,Skin reaction or irritation,5,6.0,-1.0,-16.666666666666664
2021-10,Skin reaction or irritation,10,5.0,5.0,100.0
2021-11,Skin reaction or irritation,4,10.0,-6.0,-60.0
2021-12,Skin reaction or irritation,5,4.0,1.0,25.0
2022-01,Skin reaction or irritation,2,5.0,-3.0,-60.0
2022-02,Skin reaction or irritation,4,2.0,2.0,100.0
2022-03,Skin reaction or irritation,2,4.0,-2.0,-50.0
2022-04,Skin reaction or irritation,4,2.0,2.0,100.0
2022-05,Skin reaction or irritation,7,4.0,3.0,75.0
2022-06,Skin reaction or irritation,2,7.0,-5.0,-71.42857142857143
2022-07,Skin reaction or irritation,9,2.0,7.0,350.0
2022-08,Skin reaction or irritation,5,9.0,-4.0,-44.44444444444444
2022-09,Skin reaction or irritation,2,5.0,-3.0,-60.0
2022-10,Skin reaction or irritation,3,2.0,1.0,50.0
2022-11,Skin reaction or irritation,3,3.0,0.0,0.0
2022-12,Skin reaction or irritation,1,3.0,-2.0,-66.66666666666666
2023-01,Skin reaction or irritation,3,1.0,2.0,200.0
2023-02,Skin reaction or irritation,2,3.0,-1.0,-33.33333333333333
2005-08,Texture or feel issue,1,,,
2006-02,Texture or feel issue,1,1.0,0.0,0.0
2006-03,Texture or feel issue,1,1.0,0.0,0.0
2006-04,Texture or feel issue,1,1.0,0.0,0.0
2006-06,Texture or feel issue,1,1.0,0.0,0.0
2006-07,Texture or feel issue,1,1.0,0.0,0.0
2006-12,Texture or feel issue,1,1.0,0.0,0.0
2007-01,Texture or feel issue,2,1.0,1.0,100.0
2008-03,Texture or feel issue,1,2.0,-1.0,-50.0
2008-07,Texture or feel issue,1,1.0,0.0,0.0
2008-08,Texture or feel issue,1,1.0,0.0,0.0
2008-11,Texture or feel issue,1,1.0,0.0,0.0
2009-04,Texture or feel issue,1,1.0,0.0,0.0
2009-06,Texture or feel issue,1,1.0,0.0,0.0
2009-07,Texture or feel issue,1,1.0,0.0,0.0
2009-08,Texture or feel issue,2,1.0,1.0,100.0
2010-01,Texture or feel issue,2,2.0,0.0,0.0
2010-03,Texture or feel issue,1,2.0,-1.0,-50.0
2010-07,Texture or feel issue,1,1.0,0.0,0.0
2010-08,Texture or feel issue,1,1.0,0.0,0.0
2010-11,Texture or feel issue,1,1.0,0.0,0.0
2010-12,Texture or feel issue,1,1.0,0.0,0.0
2011-07,Texture or feel issue,1,1.0,0.0,0.0
2011-08,Texture or feel issue,1,1.0,0.0,0.0
2011-09,Texture or feel issue,1,1.0,0.0,0.0
2011-11,Texture or feel issue,1,1.0,0.0,0.0
2011-12,Texture or feel issue,2,1.0,1.0,100.0
2012-02,Texture or feel issue,1,2.0,-1.0,-50.0
2012-03,Texture or feel issue,1,1.0,0.0,0.0
2012-05,Texture or feel issue,1,1.0,0.0,0.0
2012-06,Texture or feel issue,1,1.0,0.0,0.0
2012-07,Texture or feel issue,2,1.0,1.0,100.0
2012-08,Texture or feel issue,1,2.0,-1.0,-50.0
2012-09,Texture or feel issue,2,1.0,1.0,100.0
2012-10,Texture or feel issue,1,2.0,-1.0,-50.0
2013-01,Texture or feel issue,4,1.0,3.0,300.0
2013-02,Texture or feel issue,3,4.0,-1.0,-25.0
2013-03,Texture or feel issue,4,3.0,1.0,33.33333333333333
2013-04,Texture or feel issue,3,4.0,-1.0,-25.0
2013-05,Texture or feel issue,4,3.0,1.0,33.33333333333333
2013-06,Texture or feel issue,2,4.0,-2.0,-50.0
2013-07,Texture or feel issue,2,2.0,0.0,0.0
2013-08,Texture or feel issue,1,2.0,-1.0,-50.0
2013-09,Texture or feel issue,3,1.0,2.0,200.0
2013-10,Texture or feel issue,4,3.0,1.0,33.33333333333333
2013-11,Texture or feel issue,3,4.0,-1.0,-25.0
2013-12,Texture or feel issue,2,3.0,-1.0,-33.33333333333333
2014-01,Texture or feel issue,4,2.0,2.0,100.0
2014-02,Texture or feel issue,5,4.0,1.0,25.0
2014-03,Texture or feel issue,2,5.0,-3.0,-60.0
2014-04,Texture or feel issue,2,2.0,0.0,0.0
2014-05,Texture or feel issue,6,2.0,4.0,200.0
2014-06,Texture or feel issue,7,6.0,1.0,16.666666666666664
2014-07,Texture or feel issue,6,7.0,-1.0,-14.285714285714285
2014-08,Texture or feel issue,10,6.0,4.0,66.66666666666666
2014-09,Texture or feel issue,3,10.0,-7.0,-70.0
2014-10,Texture or feel issue,6,3.0,3.0,100.0
2014-11,Texture or feel issue,10,6.0,4.0,66.66666666666666
2014-12,Texture or feel issue,5,10.0,-5.0,-50.0
2015-01,Texture or feel issue,12,5.0,7.0,140.0
2015-02,Texture or feel issue,9,12.0,-3.0,-25.0
2015-03,Texture or feel issue,13,9.0,4.0,44.44444444444444
2015-04,Texture or feel issue,11,13.0,-2.0,-15.384615384615385
2015-05,Texture or feel issue,10,11.0,-1.0,-9.090909090909092
2015-06,Texture or feel issue,12,10.0,2.0,20.0
2015-07,Texture or feel issue,12,12.0,0.0,0.0
2015-08,Texture or feel issue,17,12.0,5.0,41.66666666666667
2015-09,Texture or feel issue,15,17.0,-2.0,-11.76470588235294
2015-10,Texture or feel issue,15,15.0,0.0,0.0
2015-11,Texture or feel issue,20,15.0,5.0,33.33333333333333
2015-12,Texture or feel issue,17,20.0,-3.0,-15.0
2016-01,Texture or feel issue,14,17.0,-3.0,-17.647058823529413
2016-02,Texture or feel issue,18,14.0,4.0,28.57142857142857
2016-03,Texture or feel issue,23,18.0,5.0,27.77777777777778
2016-04,Texture or feel issue,26,23.0,3.0,13.043478260869565
2016-05,Texture or feel issue,21,26.0,-5.0,-19.230769230769234
2016-06,Texture or feel issue,16,21.0,-5.0,-23.809523809523807
2016-07,Texture or feel issue,19,16.0,3.0,18.75
2016-08,Texture or feel issue,23,19.0,4.0,21.052631578947366
2016-09,Texture or feel issue,19,23.0,-4.0,-17.391304347826086
2016-10,Texture or feel issue,17,19.0,-2.0,-10.526315789473683
2016-11,Texture or feel issue,30,17.0,13.0,76.47058823529412
2016-12,Texture or feel issue,20,30.0,-10.0,-33.33333333333333
2017-01,Texture or feel issue,28,20.0,8.0,40.0
2017-02,Texture or feel issue,17,28.0,-11.0,-39.285714285714285
2017-03,Texture or feel issue,22,17.0,5.0,29.411764705882355
2017-04,Texture or feel issue,18,22.0,-4.0,-18.181818181818183
2017-05,Texture or feel issue,14,18.0,-4.0,-22.22222222222222
2017-06,Texture or feel issue,15,14.0,1.0,7.142857142857142
2017-07,Texture or feel issue,22,15.0,7.0,46.666666666666664
2017-08,Texture or feel issue,20,22.0,-2.0,-9.090909090909092
2017-09,Texture or feel issue,21,20.0,1.0,5.0
2017-10,Texture or feel issue,14,21.0,-7.0,-33.33333333333333
2017-11,Texture or feel issue,22,14.0,8.0,57.14285714285714
2017-12,Texture or feel issue,24,22.0,2.0,9.090909090909092
2018-01,Texture or feel issue,16,24.0,-8.0,-33.33333333333333
2018-02,Texture or feel issue,22,16.0,6.0,37.5
2018-03,Texture or feel issue,26,22.0,4.0,18.181818181818183
2018-04,Texture or feel issue,17,26.0,-9.0,-34.61538461538461
2018-05,Texture or feel issue,23,17.0,6.0,35.294117647058826
2018-06,Texture or feel issue,17,23.0,-6.0,-26.08695652173913
2018-07,Texture or feel issue,21,17.0,4.0,23.52941176470588
2018-08,Texture or feel issue,16,21.0,-5.0,-23.809523809523807
2018-09,Texture or feel issue,11,16.0,-5.0,-31.25
2018-10,Texture or feel issue,23,11.0,12.0,109.09090909090908
2018-11,Texture or feel issue,23,23.0,0.0,0.0
2018-12,Texture or feel issue,23,23.0,0.0,0.0
2019-01,Texture or feel issue,26,23.0,3.0,13.043478260869565
2019-02,Texture or feel issue,24,26.0,-2.0,-7.6923076923076925
2019-03,Texture or feel issue,19,24.0,-5.0,-20.833333333333336
2019-04,Texture or feel issue,26,19.0,7.0,36.84210526315789
2019-05,Texture or feel issue,26,26.0,0.0,0.0
2019-06,Texture or feel issue,29,26.0,3.0,11.538461538461538
2019-07,Texture or feel issue,24,29.0,-5.0,-17.24137931034483
2019-08,Texture or feel issue,23,24.0,-1.0,-4.166666666666666
2019-09,Texture or feel issue,23,23.0,0.0,0.0
2019-10,Texture or feel issue,18,23.0,-5.0,-21.73913043478261
2019-11,Texture or feel issue,30,18.0,12.0,66.66666666666666
2019-12,Texture or feel issue,37,30.0,7.0,23.333333333333332
2020-01,Texture or feel issue,50,37.0,13.0,35.13513513513514
2020-02,Texture or feel issue,46,50.0,-4.0,-8.0
2020-03,Texture or feel issue,45,46.0,-1.0,-2.1739130434782608
2020-04,Texture or feel issue,28,45.0,-17.0,-37.77777777777778
2020-05,Texture or feel issue,29,28.0,1.0,3.571428571428571
2020-06,Texture or feel issue,47,29.0,18.0,62.06896551724138
2020-07,Texture or feel issue,57,47.0,10.0,21.27659574468085
2020-08,Texture or feel issue,63,57.0,6.0,10.526315789473683
2020-09,Texture or feel issue,60,63.0,-3.0,-4.761904761904762
2020-10,Texture or feel issue,50,60.0,-10.0,-16.666666666666664
2020-11,Texture or feel issue,43,50.0,-7.0,-14.000000000000002
2020-12,Texture or feel issue,53,43.0,10.0,23.25581395348837
2021-01,Texture or feel issue,43,53.0,-10.0,-18.867924528301888
2021-02,Texture or feel issue,57,43.0,14.0,32.55813953488372
2021-03,Texture or feel issue,55,57.0,-2.0,-3.508771929824561
2021-04,Texture or feel issue,50,55.0,-5.0,-9.090909090909092
2021-05,Texture or feel issue,50,50.0,0.0,0.0
2021-06,Texture or feel issue,48,50.0,-2.0,-4.0
2021-07,Texture or feel issue,39,48.0,-9.0,-18.75
2021-08,Texture or feel issue,32,39.0,-7.0,-17.94871794871795
2021-09,Texture or feel issue,33,32.0,1.0,3.125
2021-10,Texture or feel issue,36,33.0,3.0,9.090909090909092
2021-11,Texture or feel issue,22,36.0,-14.0,-38.88888888888889
2021-12,Texture or feel issue,28,22.0,6.0,27.27272727272727
2022-01,Texture or feel issue,19,28.0,-9.0,-32.142857142857146
2022-02,Texture or feel issue,17,19.0,-2.0,-10.526315789473683
2022-03,Texture or feel issue,18,17.0,1.0,5.88235294117647
2022-04,Texture or feel issue,15,18.0,-3.0,-16.666666666666664
2022-05,Texture or feel issue,26,15.0,11.0,73.33333333333333
2022-06,Texture or feel issue,17,26.0,-9.0,-34.61538461538461
2022-07,Texture or feel issue,21,17.0,4.0,23.52941176470588
2022-08,Texture or feel issue,25,21.0,4.0,19.047619047619047
2022-09,Texture or feel issue,19,25.0,-6.0,-24.0
2022-10,Texture or feel issue,16,19.0,-3.0,-15.789473684210526
2022-11,Texture or feel issue,17,16.0,1.0,6.25
2022-12,Texture or feel issue,16,17.0,-1.0,-5.88235294117647
2023-01,Texture or feel issue,13,16.0,-3.0,-18.75
2023-02,Texture or feel issue,16,13.0,3.0,23.076923076923077
2023-03,Texture or feel issue,7,16.0,-9.0,-56.25
