product_id,total_reviews,avg_rating,high_risk_reviews,high_risk_rate,avg_risk_score,total_helpful_votes,main_issue,recommended_action
B00NK65R5O,6,4.166666666666667,1,16.666666666666664,42.5,11,Size or quantity issue,"Improve product size visibility, images, and quantity information."
B07K7FB3WB,4,3.5,1,25.0,42.5,1,General negative complaint,Manually review negative complaints and identify repeated issue patterns.
B00EDXX3MW,3,3.3333333333333335,1,33.33333333333333,42.333333333333336,0,Positive feedback,Use positive feedback themes in marketing and product positioning.
B08H2KSHZZ,3,4.333333333333333,0,0.0,42.333333333333336,4,Skin reaction or irritation,Escalate to product safety/quality team and review ingredient warnings.
B0B4XW2Z7M,3,4.0,1,33.33333333333333,42.333333333333336,0,Scent or fragrance issue,"Review fragrance strength, product description accuracy, and customer expectation messaging."
B00KATOTBM,3,3.6666666666666665,1,33.33333333333333,42.333333333333336,4,General negative complaint,Manually review negative complaints and identify repeated issue patterns.
B07Y7VRF18,3,3.6666666666666665,1,33.33333333333333,42.333333333333336,0,Skin reaction or irritation,Escalate to product safety/quality team and review ingredient warnings.
B00P0BLZFI,13,3.3076923076923075,3,23.076923076923077,42.30769230769231,1,Positive feedback,Use positive feedback themes in marketing and product positioning.
B00PM5QEX0,6,3.5,2,33.33333333333333,42.166666666666664,54,Positive feedback,Use positive feedback themes in marketing and product positioning.
B00AX3YNPC,12,4.0,2,16.666666666666664,42.166666666666664,81,Positive feedback,Use positive feedback themes in marketing and product positioning.
B0B2L218H2,7,3.857142857142857,1,14.285714285714285,42.142857142857146,1,Scent or fragrance issue,"Review fragrance strength, product description accuracy, and customer expectation messaging."
B07T7TYRX1,12,3.5,4,33.33333333333333,42.083333333333336,1,Positive feedback,Use positive feedback themes in marketing and product positioning.
B088689TSM,3,3.0,1,33.33333333333333,42.0,1,General mixed feedback,Monitor mixed feedback for emerging dissatisfaction themes.
B07D7N7B1G,4,3.75,1,25.0,42.0,4,Positive feedback,Use positive feedback themes in marketing and product positioning.
B0753JSKQZ,3,3.6666666666666665,1,33.33333333333333,42.0,60,Positive feedback,Use positive feedback themes in marketing and product positioning.
B07GMD7Y9V,3,3.6666666666666665,1,33.33333333333333,42.0,2,Positive feedback,Use positive feedback themes in marketing and product positioning.
B07QY8V5XT,4,4.0,0,0.0,42.0,43,General mixed feedback,Monitor mixed feedback for emerging dissatisfaction themes.
B075Z3MGH8,4,3.5,1,25.0,42.0,1,Positive feedback,Use positive feedback themes in marketing and product positioning.
B004H5D40W,29,3.5172413793103448,6,20.689655172413794,41.93103448275862,37,Positive feedback,Use positive feedback themes in marketing and product positioning.
B01LAV3O6E,11,3.6363636363636362,3,27.27272727272727,41.90909090909091,12,Positive feedback,Use positive feedback themes in marketing and product positioning.
B01M4M0CT7,5,3.0,2,40.0,41.8,1,Positive feedback,Use positive feedback themes in marketing and product positioning.
B006VWVDL6,4,4.25,1,25.0,41.75,10,Scent or fragrance issue,"Review fragrance strength, product description accuracy, and customer expectation messaging."
B086ST4W1C,4,4.0,0,0.0,41.75,2,Texture or feel issue,"Review product formulation, texture expectations, and product description accuracy."
B07N8JMJGY,4,4.25,1,25.0,41.75,6,Positive feedback,Use positive feedback themes in marketing and product positioning.
B01M1LB9A3,4,4.25,0,0.0,41.75,26,Packaging or delivery issue,"Review packaging quality, fulfilment process, and delivery damage complaints."
B07Y6WBGQQ,4,3.25,1,25.0,41.75,0,General mixed feedback,Monitor mixed feedback for emerging dissatisfaction themes.
B081TJ8YS3,13,3.923076923076923,3,23.076923076923077,41.69230769230769,49,Scent or fragrance issue,"Review fragrance strength, product description accuracy, and customer expectation messaging."
B07SRW6NVK,3,4.666666666666667,0,0.0,41.666666666666664,1,Size or quantity issue,"Improve product size visibility, images, and quantity information."
B074WYGT6H,3,3.3333333333333335,1,33.33333333333333,41.666666666666664,0,General mixed feedback,Monitor mixed feedback for emerging dissatisfaction themes.
B08TGCK4T1,3,3.6666666666666665,0,0.0,41.666666666666664,1,Texture or feel issue,"Review product formulation, texture expectations, and product description accuracy."
B007N47C66,9,4.0,2,22.22222222222222,41.666666666666664,5,Positive feedback,Use positive feedback themes in marketing and product positioning.
B01LY7YE06,3,3.3333333333333335,1,33.33333333333333,41.666666666666664,0,Scent or fragrance issue,"Review fragrance strength, product description accuracy, and customer expectation messaging."
B01IMEH6GG,8,3.625,2,25.0,41.625,8,Positive feedback,Use positive feedback themes in marketing and product positioning.
B07T96KT58,4,3.5,1,25.0,41.5,1,Positive feedback,Use positive feedback themes in marketing and product positioning.
B07MX93K3Z,4,3.75,1,25.0,41.5,4,Positive feedback,Use positive feedback themes in marketing and product positioning.
B002CVTVW8,5,4.0,1,20.0,41.4,11,Positive feedback,Use positive feedback themes in marketing and product positioning.
B072Z6DWJM,3,4.0,1,33.33333333333333,41.333333333333336,2,Scent or fragrance issue,"Review fragrance strength, product description accuracy, and customer expectation messaging."
B01M8QG3NM,3,4.0,1,33.33333333333333,41.333333333333336,1,Positive feedback,Use positive feedback themes in marketing and product positioning.
B07VBDQY2F,3,4.0,1,33.33333333333333,41.333333333333336,1,Positive feedback,Use positive feedback themes in marketing and product positioning.
B00FQD0LNW,19,3.473684210526316,5,26.31578947368421,41.31578947368421,2,Positive feedback,Use positive feedback themes in marketing and product positioning.
B01KIMMY6C,7,3.4285714285714284,1,14.285714285714285,41.285714285714285,0,General mixed feedback,Monitor mixed feedback for emerging dissatisfaction themes.
B084D86YL8,4,3.25,0,0.0,41.25,0,Positive feedback,Use positive feedback themes in marketing and product positioning.
B0859CYSTM,4,4.5,0,0.0,41.25,14,Skin reaction or irritation,Escalate to product safety/quality team and review ingredient warnings.
B08YYKC4RW,5,3.6,1,20.0,41.2,3,Positive feedback,Use positive feedback themes in marketing and product positioning.
B074KD4PX2,20,3.75,5,25.0,41.15,20,Positive feedback,Use positive feedback themes in marketing and product positioning.
B0B2VVXM9C,4,3.5,1,25.0,41.0,0,Scent or fragrance issue,"Review fragrance strength, product description accuracy, and customer expectation messaging."
B07YWRRGSD,3,3.6666666666666665,1,33.33333333333333,41.0,0,Positive feedback,Use positive feedback themes in marketing and product positioning.
B08KGVBW41,3,4.0,0,0.0,41.0,1,Scent or fragrance issue,"Review fragrance strength, product description accuracy, and customer expectation messaging."
B01GU9TE56,4,4.0,1,25.0,41.0,16,Positive feedback,Use positive feedback themes in marketing and product positioning.
B0B9C3C8SS,3,3.6666666666666665,1,33.33333333333333,41.0,0,Positive feedback,Use positive feedback themes in marketing and product positioning.
B07H3MGNJ9,4,4.0,1,25.0,41.0,2,Positive feedback,Use positive feedback themes in marketing and product positioning.
B00288WHVC,3,3.0,1,33.33333333333333,41.0,1,Positive feedback,Use positive feedback themes in marketing and product positioning.
B06XBDYQKB,3,3.6666666666666665,1,33.33333333333333,41.0,1,Positive feedback,Use positive feedback themes in marketing and product positioning.
B07FX94GYX,4,4.0,0,0.0,41.0,3,Positive feedback,Use positive feedback themes in marketing and product positioning.
B071XQ355Y,11,3.6363636363636362,3,27.27272727272727,40.90909090909091,3,Positive feedback,Use positive feedback themes in marketing and product positioning.
B07Z548TKH,4,3.5,1,25.0,40.75,1,Positive feedback,Use positive feedback themes in marketing and product positioning.
B07X8Z9W22,4,4.0,1,25.0,40.75,6,Positive feedback,Use positive feedback themes in marketing and product positioning.
B07DCJSKL5,4,3.5,1,25.0,40.75,4,Positive feedback,Use positive feedback themes in marketing and product positioning.
B072R28NZM,3,3.6666666666666665,1,33.33333333333333,40.666666666666664,0,Packaging or delivery issue,"Review packaging quality, fulfilment process, and delivery damage complaints."
B07QQZTSDG,3,3.6666666666666665,0,0.0,40.666666666666664,1,Scent or fragrance issue,"Review fragrance strength, product description accuracy, and customer expectation messaging."
B00PB7HX3E,6,3.5,1,16.666666666666664,40.5,2,General mixed feedback,Monitor mixed feedback for emerging dissatisfaction themes.
B082VYX7G8,4,4.0,0,0.0,40.5,10,Texture or feel issue,"Review product formulation, texture expectations, and product description accuracy."
B001MKRQBS,9,3.5555555555555554,3,33.33333333333333,40.44444444444444,4,Positive feedback,Use positive feedback themes in marketing and product positioning.
B000NY66DS,5,3.6,1,20.0,40.4,7,Positive feedback,Use positive feedback themes in marketing and product positioning.
B001FYT87G,8,3.75,2,25.0,40.375,3,Positive feedback,Use positive feedback themes in marketing and product positioning.
B099NQM7MF,3,3.6666666666666665,1,33.33333333333333,40.333333333333336,0,Positive feedback,Use positive feedback themes in marketing and product positioning.
B09NFQ69KT,3,3.6666666666666665,0,0.0,40.333333333333336,0,Positive feedback,Use positive feedback themes in marketing and product positioning.
B00ESMQKUU,3,5.0,0,0.0,40.333333333333336,36,Positive feedback,Use positive feedback themes in marketing and product positioning.
B07MV4THJ9,3,3.6666666666666665,1,33.33333333333333,40.333333333333336,2,Positive feedback,Use positive feedback themes in marketing and product positioning.
B08GLG6W8T,3,5.0,0,0.0,40.333333333333336,0,Packaging or delivery issue,"Review packaging quality, fulfilment process, and delivery damage complaints."
B07WH7675C,3,4.0,1,33.33333333333333,40.333333333333336,0,Positive feedback,Use positive feedback themes in marketing and product positioning.
B00IUI0QFS,3,4.0,1,33.33333333333333,40.333333333333336,0,Positive feedback,Use positive feedback themes in marketing and product positioning.
B083CXR5V8,3,4.333333333333333,0,0.0,40.333333333333336,0,Scent or fragrance issue,"Review fragrance strength, product description accuracy, and customer expectation messaging."
B00692OA2M,6,3.8333333333333335,1,16.666666666666664,40.333333333333336,2,Positive feedback,Use positive feedback themes in marketing and product positioning.
B07DQ6NG1H,3,3.6666666666666665,0,0.0,40.333333333333336,0,General mixed feedback,Monitor mixed feedback for emerging dissatisfaction themes.
B00XG58VDY,3,3.6666666666666665,1,33.33333333333333,40.333333333333336,0,Positive feedback,Use positive feedback themes in marketing and product positioning.
B07GRD8MMJ,6,3.8333333333333335,0,0.0,40.333333333333336,25,Positive feedback,Use positive feedback themes in marketing and product positioning.
B08RY6S25W,7,3.5714285714285716,2,28.57142857142857,40.285714285714285,8,Positive feedback,Use positive feedback themes in marketing and product positioning.
B07W397QG4,6,4.0,0,0.0,40.166666666666664,4,Positive feedback,Use positive feedback themes in marketing and product positioning.
B000MT1GHA,7,4.0,2,28.57142857142857,40.142857142857146,1,Scent or fragrance issue,"Review fragrance strength, product description accuracy, and customer expectation messaging."
B0C1ND3FVR,13,4.0,2,15.384615384615385,40.07692307692308,54,Scent or fragrance issue,"Review fragrance strength, product description accuracy, and customer expectation messaging."
B0B6ZM9XJN,6,3.6666666666666665,2,33.33333333333333,40.0,5,Positive feedback,Use positive feedback themes in marketing and product positioning.
B01LXQTVNE,5,3.8,0,0.0,40.0,6,Scent or fragrance issue,"Review fragrance strength, product description accuracy, and customer expectation messaging."
B00DRAQYEG,3,4.333333333333333,0,0.0,40.0,0,Scent or fragrance issue,"Review fragrance strength, product description accuracy, and customer expectation messaging."
B07FQTCLNX,3,4.333333333333333,0,0.0,40.0,0,Texture or feel issue,"Review product formulation, texture expectations, and product description accuracy."
B07HC5NTXG,3,3.3333333333333335,1,33.33333333333333,40.0,8,Positive feedback,Use positive feedback themes in marketing and product positioning.
B0875V791H,4,3.5,0,0.0,40.0,1,Texture or feel issue,"Review product formulation, texture expectations, and product description accuracy."
B08NPBQR9L,4,3.75,1,25.0,40.0,3,Size or quantity issue,"Improve product size visibility, images, and quantity information."
B09B7J4TDS,3,3.6666666666666665,1,33.33333333333333,40.0,0,Positive feedback,Use positive feedback themes in marketing and product positioning.
B004IUJHYS,3,3.6666666666666665,1,33.33333333333333,40.0,3,Texture or feel issue,"Review product formulation, texture expectations, and product description accuracy."
B072R4GHNL,3,3.6666666666666665,1,33.33333333333333,40.0,0,General negative complaint,Manually review negative complaints and identify repeated issue patterns.
B08HVRP54L,4,3.75,0,0.0,40.0,1,Packaging or delivery issue,"Review packaging quality, fulfilment process, and delivery damage complaints."
B010SZWNP6,5,4.0,1,20.0,39.8,7,Positive feedback,Use positive feedback themes in marketing and product positioning.
B06X9Y4L4V,4,3.75,1,25.0,39.75,3,General negative complaint,Manually review negative complaints and identify repeated issue patterns.
B09V1WZTDP,4,4.25,1,25.0,39.75,1,Positive feedback,Use positive feedback themes in marketing and product positioning.
B071JMGPTH,6,4.0,0,0.0,39.666666666666664,5,Scent or fragrance issue,"Review fragrance strength, product description accuracy, and customer expectation messaging."
B083BCSQGN,3,4.0,1,33.33333333333333,39.666666666666664,0,Positive feedback,Use positive feedback themes in marketing and product positioning.
B08LYT4Q2X,5,4.2,1,20.0,39.6,13,Texture or feel issue,"Review product formulation, texture expectations, and product description accuracy."
B000PKKAGO,5,3.8,1,20.0,39.6,11,Positive feedback,Use positive feedback themes in marketing and product positioning.
B09CLJ1BVP,4,4.0,1,25.0,39.5,0,Positive feedback,Use positive feedback themes in marketing and product positioning.
B003H3O02G,4,4.25,1,25.0,39.5,7,Size or quantity issue,"Improve product size visibility, images, and quantity information."
B00KBYQDI8,6,4.333333333333333,1,16.666666666666664,39.5,9,Scent or fragrance issue,"Review fragrance strength, product description accuracy, and customer expectation messaging."
B076VXWTNQ,4,4.0,1,25.0,39.5,1,Positive feedback,Use positive feedback themes in marketing and product positioning.
B07RVN4X51,4,4.25,0,0.0,39.5,1,Positive feedback,Use positive feedback themes in marketing and product positioning.
B08L3QKHRJ,4,3.75,1,25.0,39.5,4,Positive feedback,Use positive feedback themes in marketing and product positioning.
B07W95JDDR,8,3.875,2,25.0,39.5,5,Positive feedback,Use positive feedback themes in marketing and product positioning.
B00U2VQZC4,12,3.8333333333333335,2,16.666666666666664,39.416666666666664,7,Positive feedback,Use positive feedback themes in marketing and product positioning.
B085ZXRQ1D,3,3.3333333333333335,1,33.33333333333333,39.333333333333336,2,Positive feedback,Use positive feedback themes in marketing and product positioning.
B07CZ5DD26,3,3.6666666666666665,1,33.33333333333333,39.333333333333336,0,Positive feedback,Use positive feedback themes in marketing and product positioning.
B003NV9R2U,3,4.333333333333333,0,0.0,39.333333333333336,6,Scent or fragrance issue,"Review fragrance strength, product description accuracy, and customer expectation messaging."
B01ETV11XU,3,4.0,0,0.0,39.333333333333336,2,Texture or feel issue,"Review product formulation, texture expectations, and product description accuracy."
B00NC550DW,3,4.0,0,0.0,39.333333333333336,22,Positive feedback,Use positive feedback themes in marketing and product positioning.
B08QZ2B4FM,3,4.0,1,33.33333333333333,39.333333333333336,0,Positive feedback,Use positive feedback themes in marketing and product positioning.
B000OQFVLS,3,4.666666666666667,0,0.0,39.333333333333336,4,Packaging or delivery issue,"Review packaging quality, fulfilment process, and delivery damage complaints."
B00NU843X4,3,3.3333333333333335,1,33.33333333333333,39.333333333333336,5,Positive feedback,Use positive feedback themes in marketing and product positioning.
B0891RG1KC,3,3.0,1,33.33333333333333,39.333333333333336,3,Positive feedback,Use positive feedback themes in marketing and product positioning.
B01M1OFZOG,47,3.702127659574468,12,25.53191489361702,39.297872340425535,194,Positive feedback,Use positive feedback themes in marketing and product positioning.
B07K5MGRZS,5,4.2,1,20.0,39.2,29,Positive feedback,Use positive feedback themes in marketing and product positioning.
B07XVNJFNF,5,4.0,1,20.0,39.2,5,Positive feedback,Use positive feedback themes in marketing and product positioning.
B07KG1TWP5,6,4.0,2,33.33333333333333,39.166666666666664,0,Positive feedback,Use positive feedback themes in marketing and product positioning.
B004CGBN0Y,6,3.6666666666666665,1,16.666666666666664,39.166666666666664,0,Positive feedback,Use positive feedback themes in marketing and product positioning.
B00ZPQTVSQ,12,4.0,3,25.0,39.083333333333336,93,Positive feedback,Use positive feedback themes in marketing and product positioning.
B01AYTGWA8,17,3.9411764705882355,3,17.647058823529413,39.05882352941177,35,Positive feedback,Use positive feedback themes in marketing and product positioning.
B07DKRK8ZW,4,4.25,1,25.0,39.0,0,Packaging or delivery issue,"Review packaging quality, fulfilment process, and delivery damage complaints."
B07XF5F1X9,7,4.428571428571429,1,14.285714285714285,39.0,4,Scent or fragrance issue,"Review fragrance strength, product description accuracy, and customer expectation messaging."
B01KFENEXK,3,4.333333333333333,0,0.0,39.0,3,Positive feedback,Use positive feedback themes in marketing and product positioning.
B00U4O3YHI,3,4.0,1,33.33333333333333,39.0,3,General negative complaint,Manually review negative complaints and identify repeated issue patterns.
B01MAX1XPV,3,4.0,1,33.33333333333333,39.0,30,Positive feedback,Use positive feedback themes in marketing and product positioning.
B096YHL82K,3,4.0,0,0.0,39.0,0,Texture or feel issue,"Review product formulation, texture expectations, and product description accuracy."
B07HD2L4YK,5,3.6,1,20.0,39.0,4,Positive feedback,Use positive feedback themes in marketing and product positioning.
B007XVU91E,3,4.0,1,33.33333333333333,39.0,9,Positive feedback,Use positive feedback themes in marketing and product positioning.
B07VKZYXYJ,4,4.0,1,25.0,39.0,11,Positive feedback,Use positive feedback themes in marketing and product positioning.
B082TPQY2R,4,4.75,0,0.0,39.0,3,Texture or feel issue,"Review product formulation, texture expectations, and product description accuracy."
B07BW9CGXX,4,3.5,1,25.0,39.0,0,Positive feedback,Use positive feedback themes in marketing and product positioning.
B014I0FDVI,14,4.285714285714286,1,7.142857142857142,39.0,101,Positive feedback,Use positive feedback themes in marketing and product positioning.
B00NQ2CCOQ,3,4.0,0,0.0,39.0,1,Positive feedback,Use positive feedback themes in marketing and product positioning.
B00BMW24TU,3,4.0,1,33.33333333333333,39.0,2,Positive feedback,Use positive feedback themes in marketing and product positioning.
B0BN113VWD,8,3.625,1,12.5,38.875,4,Positive feedback,Use positive feedback themes in marketing and product positioning.
B00RDJU07O,4,4.25,1,25.0,38.75,1,Texture or feel issue,"Review product formulation, texture expectations, and product description accuracy."
B07MX218RF,3,3.6666666666666665,1,33.33333333333333,38.666666666666664,2,Positive feedback,Use positive feedback themes in marketing and product positioning.
B08CWSH6QB,3,3.6666666666666665,1,33.33333333333333,38.666666666666664,2,Positive feedback,Use positive feedback themes in marketing and product positioning.
B01IAE16FA,3,3.3333333333333335,1,33.33333333333333,38.666666666666664,0,Positive feedback,Use positive feedback themes in marketing and product positioning.
B08BRS98SF,3,4.0,0,0.0,38.666666666666664,2,Positive feedback,Use positive feedback themes in marketing and product positioning.
B00B3M5GZS,3,5.0,0,0.0,38.666666666666664,3,Texture or feel issue,"Review product formulation, texture expectations, and product description accuracy."
B077KQRS49,8,3.75,1,12.5,38.625,9,Positive feedback,Use positive feedback themes in marketing and product positioning.
B01N6UPD2H,5,4.0,1,20.0,38.6,13,Positive feedback,Use positive feedback themes in marketing and product positioning.
B00T417IFQ,7,3.857142857142857,1,14.285714285714285,38.57142857142857,3,Positive feedback,Use positive feedback themes in marketing and product positioning.
B00BN9PFUW,11,3.6363636363636362,3,27.27272727272727,38.54545454545455,71,Positive feedback,Use positive feedback themes in marketing and product positioning.
B074FXYHZC,6,4.0,1,16.666666666666664,38.5,3,Positive feedback,Use positive feedback themes in marketing and product positioning.
B0B2GF9GKL,7,4.0,2,28.57142857142857,38.42857142857143,4,Positive feedback,Use positive feedback themes in marketing and product positioning.
B00WQEJV6M,12,3.8333333333333335,2,16.666666666666664,38.416666666666664,5,Positive feedback,Use positive feedback themes in marketing and product positioning.
B077D7NWK4,5,4.2,1,20.0,38.4,1,Positive feedback,Use positive feedback themes in marketing and product positioning.
B00SG1JXS0,5,4.0,1,20.0,38.4,1,Positive feedback,Use positive feedback themes in marketing and product positioning.
B07RM722DH,5,3.8,1,20.0,38.4,2,Positive feedback,Use positive feedback themes in marketing and product positioning.
B007MB4YW0,3,3.6666666666666665,1,33.33333333333333,38.333333333333336,0,Positive feedback,Use positive feedback themes in marketing and product positioning.
B00OAIY9XM,3,4.333333333333333,0,0.0,38.333333333333336,2,Positive feedback,Use positive feedback themes in marketing and product positioning.
B07VQZPHHF,4,3.75,1,25.0,38.25,4,Positive feedback,Use positive feedback themes in marketing and product positioning.
B08MRRNL18,8,4.5,0,0.0,38.25,12,Texture or feel issue,"Review product formulation, texture expectations, and product description accuracy."
B005AL5H9S,4,4.0,0,0.0,38.25,6,Size or quantity issue,"Improve product size visibility, images, and quantity information."
B01557EHW4,5,4.0,1,20.0,38.2,7,Positive feedback,Use positive feedback themes in marketing and product positioning.
B000GBICYE,6,4.333333333333333,0,0.0,38.166666666666664,10,Texture or feel issue,"Review product formulation, texture expectations, and product description accuracy."
B016LD3C04,12,3.75,3,25.0,38.083333333333336,3,Positive feedback,Use positive feedback themes in marketing and product positioning.
B000REIM1S,4,3.75,1,25.0,38.0,2,Positive feedback,Use positive feedback themes in marketing and product positioning.
B09F3LF24J,6,4.0,2,33.33333333333333,38.0,0,Positive feedback,Use positive feedback themes in marketing and product positioning.
B07PCLLWHJ,3,4.333333333333333,0,0.0,38.0,3,Scent or fragrance issue,"Review fragrance strength, product description accuracy, and customer expectation messaging."
B08R5DJGZQ,6,4.0,1,16.666666666666664,38.0,5,Positive feedback,Use positive feedback themes in marketing and product positioning.
B01M32EXU4,4,4.0,1,25.0,38.0,6,Positive feedback,Use positive feedback themes in marketing and product positioning.
B00OM8KWDQ,6,4.333333333333333,1,16.666666666666664,38.0,1,Scent or fragrance issue,"Review fragrance strength, product description accuracy, and customer expectation messaging."
B00XYM8CH4,5,4.2,1,20.0,38.0,2,Scent or fragrance issue,"Review fragrance strength, product description accuracy, and customer expectation messaging."
B07N9M4N54,3,4.0,1,33.33333333333333,38.0,1,Positive feedback,Use positive feedback themes in marketing and product positioning.
B0046BPTI2,4,4.25,1,25.0,37.75,3,Price or value issue,"Review pricing, product size communication, and value perception."
B07HHZBH4X,4,3.75,0,0.0,37.75,2,Positive feedback,Use positive feedback themes in marketing and product positioning.
B081HDSNTS,4,3.75,0,0.0,37.75,0,Positive feedback,Use positive feedback themes in marketing and product positioning.
B09FFQT1KK,12,3.6666666666666665,2,16.666666666666664,37.75,3,Positive feedback,Use positive feedback themes in marketing and product positioning.
B072KGXRV4,4,3.75,1,25.0,37.75,2,Positive feedback,Use positive feedback themes in marketing and product positioning.
B000FEF1V4,18,4.0,3,16.666666666666664,37.72222222222222,13,Positive feedback,Use positive feedback themes in marketing and product positioning.
B01AX2X5W4,3,4.0,1,33.33333333333333,37.666666666666664,5,Positive feedback,Use positive feedback themes in marketing and product positioning.
B08M9TJ3NJ,3,3.6666666666666665,0,0.0,37.666666666666664,0,Scent or fragrance issue,"Review fragrance strength, product description accuracy, and customer expectation messaging."
B0833MBNXZ,3,3.3333333333333335,1,33.33333333333333,37.666666666666664,4,Positive feedback,Use positive feedback themes in marketing and product positioning.
B01MG5ZN04,3,4.333333333333333,0,0.0,37.666666666666664,1,Positive feedback,Use positive feedback themes in marketing and product positioning.
B001B9VSFK,3,4.333333333333333,0,0.0,37.666666666666664,0,Packaging or delivery issue,"Review packaging quality, fulfilment process, and delivery damage complaints."
B083BLZJ9M,3,4.333333333333333,0,0.0,37.666666666666664,0,Scent or fragrance issue,"Review fragrance strength, product description accuracy, and customer expectation messaging."
B0BMWQQR9W,10,3.8,2,20.0,37.6,6,Positive feedback,Use positive feedback themes in marketing and product positioning.
B00TPDSM4E,7,4.0,1,14.285714285714285,37.57142857142857,1,Scent or fragrance issue,"Review fragrance strength, product description accuracy, and customer expectation messaging."
B01G45HX18,6,4.166666666666667,1,16.666666666666664,37.5,1,Positive feedback,Use positive feedback themes in marketing and product positioning.
B08M25N9MG,4,3.75,0,0.0,37.5,1,General mixed feedback,Monitor mixed feedback for emerging dissatisfaction themes.
B01LW6TBP4,4,4.25,0,0.0,37.5,3,Scent or fragrance issue,"Review fragrance strength, product description accuracy, and customer expectation messaging."
B09FR54XLC,17,4.0,3,17.647058823529413,37.411764705882355,79,Positive feedback,Use positive feedback themes in marketing and product positioning.
B07D4Y6WT2,3,4.0,1,33.33333333333333,37.333333333333336,0,Positive feedback,Use positive feedback themes in marketing and product positioning.
B015QZDY5G,3,3.6666666666666665,1,33.33333333333333,37.333333333333336,8,Positive feedback,Use positive feedback themes in marketing and product positioning.
B07TT4L5LC,3,4.0,1,33.33333333333333,37.333333333333336,1,Positive feedback,Use positive feedback themes in marketing and product positioning.
B07SQXRRZ3,3,4.0,0,0.0,37.333333333333336,0,General mixed feedback,Monitor mixed feedback for emerging dissatisfaction themes.
B083PXJBVY,8,4.25,1,12.5,37.25,10,Scent or fragrance issue,"Review fragrance strength, product description accuracy, and customer expectation messaging."
B01AONIWZM,4,3.75,1,25.0,37.25,3,Positive feedback,Use positive feedback themes in marketing and product positioning.
B084WP4XS8,5,4.4,0,0.0,37.2,0,Texture or feel issue,"Review product formulation, texture expectations, and product description accuracy."
B000X1YING,13,3.923076923076923,3,23.076923076923077,37.15384615384615,3,Positive feedback,Use positive feedback themes in marketing and product positioning.
B07D1B499B,12,3.75,2,16.666666666666664,37.083333333333336,1,Positive feedback,Use positive feedback themes in marketing and product positioning.
B00JXRBVYU,3,5.0,0,0.0,37.0,18,Size or quantity issue,"Improve product size visibility, images, and quantity information."
B07DJ63S55,3,4.0,1,33.33333333333333,37.0,1,Texture or feel issue,"Review product formulation, texture expectations, and product description accuracy."
B01BZVADRW,4,3.75,1,25.0,37.0,0,Positive feedback,Use positive feedback themes in marketing and product positioning.
B07PRDZ2BH,3,4.333333333333333,0,0.0,37.0,0,Scent or fragrance issue,"Review fragrance strength, product description accuracy, and customer expectation messaging."
B00HI11M2O,8,4.125,2,25.0,37.0,6,Positive feedback,Use positive feedback themes in marketing and product positioning.
B07CDYN5W8,5,3.8,1,20.0,37.0,2,Positive feedback,Use positive feedback themes in marketing and product positioning.
B0011DL8T2,5,4.2,0,0.0,37.0,7,Scent or fragrance issue,"Review fragrance strength, product description accuracy, and customer expectation messaging."
B0778G25S7,6,3.8333333333333335,1,16.666666666666664,36.833333333333336,0,Positive feedback,Use positive feedback themes in marketing and product positioning.
B07DSC4X3K,6,4.0,0,0.0,36.833333333333336,9,Positive feedback,Use positive feedback themes in marketing and product positioning.
B07HXWG5SP,5,3.8,1,20.0,36.8,13,Positive feedback,Use positive feedback themes in marketing and product positioning.
B01IN65E7G,3,4.333333333333333,0,0.0,36.666666666666664,2,Positive feedback,Use positive feedback themes in marketing and product positioning.
B085KXJGHJ,6,4.166666666666667,0,0.0,36.666666666666664,39,Positive feedback,Use positive feedback themes in marketing and product positioning.
B083122WRC,3,4.333333333333333,0,0.0,36.666666666666664,0,Texture or feel issue,"Review product formulation, texture expectations, and product description accuracy."
B00HDOZY1G,3,3.6666666666666665,1,33.33333333333333,36.666666666666664,5,Positive feedback,Use positive feedback themes in marketing and product positioning.
B09W66MSPX,11,4.545454545454546,1,9.090909090909092,36.63636363636363,10,Texture or feel issue,"Review product formulation, texture expectations, and product description accuracy."
B00NT0AR7E,13,3.8461538461538463,2,15.384615384615385,36.61538461538461,4,Positive feedback,Use positive feedback themes in marketing and product positioning.
B001ET7HJI,9,4.222222222222222,1,11.11111111111111,36.55555555555556,32,Positive feedback,Use positive feedback themes in marketing and product positioning.
B0765BXL28,4,4.0,1,25.0,36.5,2,Scent or fragrance issue,"Review fragrance strength, product description accuracy, and customer expectation messaging."
B01EWACUE2,6,4.0,1,16.666666666666664,36.5,8,Positive feedback,Use positive feedback themes in marketing and product positioning.
B008TGSAFE,6,4.166666666666667,1,16.666666666666664,36.5,0,Positive feedback,Use positive feedback themes in marketing and product positioning.
B0B19442P6,4,4.0,1,25.0,36.5,17,Scent or fragrance issue,"Review fragrance strength, product description accuracy, and customer expectation messaging."
B00R1TAN7I,45,3.688888888888889,13,28.888888888888886,36.422222222222224,19,Positive feedback,Use positive feedback themes in marketing and product positioning.
B09Q3X5YWR,19,4.0,3,15.789473684210526,36.36842105263158,20,Positive feedback,Use positive feedback themes in marketing and product positioning.
B00VV5ZGCK,3,4.0,0,0.0,36.333333333333336,6,Positive feedback,Use positive feedback themes in marketing and product positioning.
B08RRSPNWV,3,4.0,1,33.33333333333333,36.333333333333336,0,Positive feedback,Use positive feedback themes in marketing and product positioning.
